trip_id,tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,trip_distance,fare_amount,passenger_count,payment_type
1081,2024-03-18 03:07:00,2024-03-18 03:11:55,17,17,3.68,14.62,1.0,1
1082,2024-03-29 23:35:00,2024-03-30 00:01:35,12,14,1.17,5.81,2.0,1
1083,2024-03-20 07:45:00,2024-03-20 07:58:01,18,15,1.62,7.74,1.0,1
1084,2024-03-18 05:25:00,2024-03-18 05:33:07,1,10,0.82,5.11,3.0,1
1085,2024-03-03 04:25:00,2024-03-03 04:49:33,7,9,1.83,7.98,4.0,1
1086,2024-03-20 19:39:00,2024-03-20 19:58:30,17,5,1.89,8.63,1.0,1
1087,2024-03-14 11:38:00,2024-03-14 11:46:12,7,16,4.45,15.37,2.0,1
1088,2024-03-02 22:48:00,2024-03-02 23:15:55,14,19,1.14,5.83,2.0,1
1089,2024-03-24 09:56:00,2024-03-24 10:03:08,16,5,1.23,6.88,1.0,1
1090,2024-03-08 23:07:00,2024-03-08 23:18:32,14,2,3.97,12.38,1.0,1
1091,2024-03-06 10:10:00,2024-03-06 10:15:40,10,9,0.69,4.68,2.0,1
1092,2024-03-24 05:27:00,2024-03-24 05:40:14,17,6,2.32,8.9,2.0,1
1093,2024-03-31 22:34:00,2024-03-31 22:46:12,3,3,1.75,7.9,1.0,2
1094,2024-03-23 17:25:00,2024-03-23 17:41:46,4,18,3.8,14.11,1.0,1
1095,2024-03-18 10:27:00,2024-03-18 10:47:00,19,14,1.42,7.44,2.0,1
1096,2024-03-14 03:46:00,2024-03-14 04:01:40,15,20,3.95,13.93,1.0,1
1097,2024-03-09 18:47:00,2024-03-09 19:18:40,18,18,2.49,10.62,1.0,2
1098,2024-03-27 20:29:00,2024-03-27 20:43:19,5,17,8.61,25.81,1.0,2
1099,2024-03-13 02:43:00,2024-03-13 03:03:17,18,19,6.04,16.95,1.0,1
1100,2024-03-23 17:35:00,2024-03-23 17:36:05,10,5,3.66,13.19,1.0,1
1101,2024-03-10 07:14:00,2024-03-10 07:25:28,6,16,5.86,18.46,1.0,1
1102,2024-03-05 05:54:00,2024-03-05 06:05:36,2,19,2.96,9.76,2.0,1
1103,2024-03-14 07:39:00,2024-03-14 07:49:44,20,4,2.07,8.78,2.0,1
1104,2024-03-25 21:24:00,2024-03-25 21:44:40,8,18,1.08,5.58,1.0,1
1105,2024-03-03 07:07:00,2024-03-03 07:21:51,18,12,1.11,6.25,1.0,1
1106,2024-03-12 20:03:00,2024-03-12 20:25:16,3,8,1.82,8.58,2.0,1
1107,2024-03-18 20:47:00,2024-03-18 20:51:15,10,14,2.11,7.71,1.0,1
1108,2024-03-19 21:42:00,2024-03-19 21:47:17,11,20,0.81,5.52,1.0,1
1109,2024-03-29 16:10:00,2024-03-29 16:21:37,2,11,0.92,5.4,2.0,2
1110,2024-03-22 12:47:00,2024-03-22 13:05:03,19,17,0.95,5.47,3.0,1
1111,2024-03-20 14:55:00,2024-03-20 15:06:19,12,8,4.47,16.22,1.0,2
1112,2024-03-14 08:30:00,2024-03-14 09:02:38,8,15,6.26,19.77,2.0,2
1113,2024-03-24 05:24:00,2024-03-24 05:44:28,11,15,0.54,4.5,1.0,1
1114,2024-03-01 18:30:00,2024-03-01 18:49:37,15,7,4.62,16.27,4.0,2
1115,2024-03-17 12:38:00,2024-03-17 12:41:56,4,20,2.88,11.9,1.0,1
1116,2024-03-18 00:34:00,2024-03-18 01:36:05,1,7,0.69,5.1,1.0,1
1117,2024-03-15 03:33:00,2024-03-15 03:45:12,10,20,1.84,7.19,4.0,1
1118,2024-03-27 10:36:00,2024-03-27 10:42:56,8,1,6.79,20.56,1.0,1
1119,2024-03-13 10:04:00,2024-03-13 10:35:46,8,5,2.92,10.73,1.0,1
1120,2024-03-14 01:02:00,2024-03-14 01:09:08,6,2,1.18,6.35,1.0,1
1121,2024-03-01 21:40:00,2024-03-01 21:52:27,9,7,4.47,15.2,1.0,1
1122,2024-03-18 01:15:00,2024-03-18 01:27:47,3,2,0.89,5.36,1.0,1
1123,2024-03-16 17:11:00,2024-03-16 17:42:48,20,14,4.87,14.74,1.0,2
1124,2024-03-20 16:29:00,2024-03-20 16:47:02,18,1,2.51,10.12,1.0,1
1125,2024-03-27 12:16:00,2024-03-27 12:30:15,13,5,1.83,8.73,1.0,1
1126,2024-03-05 11:30:00,2024-03-05 11:41:45,14,6,2.87,11.15,3.0,1
1127,2024-03-28 22:25:00,2024-03-28 22:31:12,10,6,0.89,5.1,1.0,2
1128,2024-03-07 02:56:00,2024-03-07 03:01:57,16,20,3.46,13.31,2.0,2
1129,2024-03-05 02:26:00,2024-03-05 02:35:47,16,15,4.98,17.27,1.0,2
1130,2024-03-08 18:42:00,2024-03-08 18:49:52,15,1,5.81,16.99,1.0,2
1131,2024-03-03 03:21:00,2024-03-03 04:14:24,14,19,6.55,19.2,1.0,1
1132,2024-03-07 16:52:00,2024-03-07 16:53:47,9,12,5.84,18.97,3.0,1
1133,2024-03-29 12:51:00,2024-03-29 12:57:30,15,18,3.36,11.48,1.0,1
1134,2024-03-25 03:24:00,2024-03-25 03:46:24,16,12,4.33,14.41,1.0,2
1135,2024-03-24 05:51:00,2024-03-24 06:00:54,17,18,4.3,14.31,1.0,1
1136,2024-03-06 00:22:00,2024-03-06 01:06:58,17,1,1.54,7.07,2.0,1
1137,2024-03-05 05:14:00,2024-03-05 05:24:09,6,3,2.79,10.65,1.0,1
1138,2024-03-16 09:12:00,2024-03-16 09:24:01,14,6,0.85,5.28,1.0,1
1139,2024-03-09 12:30:00,2024-03-09 12:45:33,8,5,3.3,12.15,1.0,1
1140,2024-03-30 18:24:00,2024-03-30 18:25:40,5,16,4.02,12.69,1.0,1
1141,2024-03-22 11:58:00,2024-03-22 12:24:05,3,15,4.6,17.11,1.0,1
1142,2024-03-09 06:05:00,2024-03-09 06:25:50,20,18,1.31,6.18,1.0,1
1143,2024-03-17 00:51:00,2024-03-17 01:15:38,9,9,7.72,25.62,1.0,1
1144,2024-03-22 06:32:00,2024-03-22 06:34:26,14,20,1.05,6.07,1.0,1
1145,2024-03-01 16:27:00,2024-03-01 16:38:08,8,9,3.05,11.12,4.0,2
1146,2024-03-16 17:20:00,2024-03-16 17:27:11,5,9,3.52,13.77,1.0,2
1147,2024-03-04 17:22:00,2024-03-04 17:28:11,4,1,2.37,10.2,1.0,1
1148,2024-03-21 09:21:00,2024-03-21 09:25:51,12,16,2.41,10.5,2.0,2
1149,2024-03-01 03:31:00,2024-03-01 03:36:58,10,17,2.63,10.36,2.0,3
1150,2024-03-10 17:22:00,2024-03-10 17:40:56,4,15,1.9,7.25,1.0,1
1151,2024-03-01 06:26:00,2024-03-01 06:52:38,18,16,1.19,6.03,3.0,1
1152,2024-03-11 03:53:00,2024-03-11 03:58:38,18,12,2.29,10.05,2.0,1
1153,2024-03-05 10:56:00,2024-03-05 11:09:04,2,19,2.58,9.48,1.0,1
1154,2024-03-17 16:09:00,2024-03-17 16:42:03,20,13,7.48,25.16,1.0,2
1155,2024-03-06 21:26:00,2024-03-06 21:56:13,9,7,2.41,9.73,1.0,2
1156,2024-03-28 00:41:00,2024-03-28 00:53:38,7,9,1.11,5.92,1.0,1
1157,2024-03-03 16:11:00,2024-03-03 16:59:41,8,1,3.28,11.95,2.0,1
1158,2024-03-28 21:46:00,2024-03-28 22:00:51,1,15,2.2,10.0,1.0,1
1159,2024-03-11 23:11:00,2024-03-11 23:28:39,3,13,3.33,11.06,1.0,1
1160,2024-03-05 19:03:00,2024-03-05 19:23:27,20,14,0.95,6.02,1.0,1
1161,2024-03-04 08:30:00,2024-03-04 08:47:10,13,10,0.95,5.37,3.0,1
1162,2024-03-11 19:22:00,2024-03-11 19:28:48,15,4,4.04,13.15,2.0,1
1163,2024-03-30 16:13:00,2024-03-30 16:28:53,20,18,1.38,6.37,1.0,2
1164,2024-03-13 04:25:00,2024-03-13 04:43:27,17,11,2.48,9.6,1.0,1
1165,2024-03-09 23:42:00,2024-03-10 00:04:25,6,19,1.83,7.1,1.0,1
1166,2024-03-20 06:37:00,2024-03-20 06:43:20,13,16,1.1,6.36,1.0,1
1167,2024-03-21 00:33:00,2024-03-21 00:44:21,17,12,0.65,4.82,4.0,1
1168,2024-03-02 19:49:00,2024-03-02 19:54:05,20,4,2.14,9.64,1.0,1
1169,2024-03-17 08:43:00,2024-03-17 08:49:21,7,9,3.41,12.36,4.0,2
1170,2024-03-18 14:37:00,2024-03-18 14:40:20,9,19,2.96,10.44,1.0,1
1171,2024-03-07 06:54:00,2024-03-07 07:30:14,14,7,2.11,8.68,1.0,2
1172,2024-03-23 18:46:00,2024-03-23 18:48:26,5,3,4.25,12.45,1.0,1
1173,2024-03-03 04:30:29,2024-03-03 04:03:00,15,17,1.93,9.11,1.0,2
1174,2024-03-04 07:59:00,2024-03-04 08:14:51,8,9,6.88,22.66,1.0,2
1175,2024-03-11 01:37:00,2024-03-11 02:00:33,3,6,3.4,10.92,1.0,2
1176,2024-03-01 07:05:00,2024-03-01 07:18:05,4,7,2.53,9.97,1.0,1
1177,2024-03-09 23:37:00,2024-03-09 23:50:59,11,6,7.57,26.68,3.0,1
1178,2024-03-18 07:56:00,2024-03-18 08:16:40,8,11,4.69,13.89,2.0,2
1179,2024-03-25 05:29:00,2024-03-25 05:41:00,14,13,1.4,7.22,1.0,1
1180,2024-03-27 22:25:00,2024-03-27 22:35:45,12,9,7.16,22.01,2.0,1
1181,2024-03-02 16:27:00,2024-03-02 16:56:17,9,1,0.36,3.8,1.0,3
1182,2024-03-10 22:39:00,2024-03-10 23:07:46,9,20,0.59,4.4,1.0,1
1183,2024-03-25 04:10:00,2024-03-25 04:18:16,16,5,2.55,10.28,1.0,2
1184,2024-03-09 04:35:00,2024-03-09 04:42:12,12,3,0.86,5.68,1.0,1
1185,2024-03-19 05:41:00,2024-03-19 06:32:04,1,2,4.36,15.19,1.0,1
1186,2024-03-27 19:46:00,2024-03-27 20:05:29,2,5,1.45,6.77,1.0,1
1187,2024-03-09 08:57:00,2024-03-09 09:23:31,10,1,4.64,17.74,1.0,1
1188,2024-03-03 22:57:00,2024-03-03 23:10:56,19,17,1.57,7.78,3.0,1
1189,2024-03-02 08:51:00,2024-03-02 09:18:06,7,9,2.85,11.37,1.0,1
1190,2024-03-30 14:41:00,2024-03-30 14:47:04,16,3,1.33,7.09,1.0,1
1191,2024-03-28 20:10:00,2024-03-28 20:25:22,5,20,2.12,9.77,1.0,1
1192,2024-03-05 13:13:00,2024-03-05 13:23:36,5,12,1.46,7.25,2.0,2
1193,2024-03-09 11:39:00,2024-03-09 11:45:02,3,1,1.9,8.46,2.0,2
1194,2024-03-12 06:38:00,2024-03-12 06:41:39,6,19,1.44,7.14,2.0,1
1195,2024-03-09 12:39:00,2024-03-09 13:08:06,20,16,1.78,7.94,1.0,1
1196,2024-03-31 01:55:00,2024-03-31 02:03:46,7,14,6.77,19.86,1.0,1
1197,2024-03-17 19:50:00,2024-03-17 20:01:40,7,7,2.28,9.94,2.0,1
1198,2024-03-28 01:17:00,2024-03-28 01:56:17,20,15,5.08,19.17,1.0,2
1199,2024-03-07 00:29:00,2024-03-07 00:46:46,18,13,2.31,10.29,3.0,1
1200,2024-03-25 08:45:00,2024-03-25 09:07:49,13,1,4.28,12.47,2.0,2
1201,2024-03-20 07:19:00,2024-03-20 07:44:28,17,5,4.39,15.79,1.0,1
1202,2024-03-18 00:11:00,2024-03-18 00:38:43,13,4,8.87,26.88,1.0,1
1203,2024-03-21 06:18:00,2024-03-21 06:23:53,9,17,9.32,26.77,1.0,1
1204,2024-03-06 10:20:00,2024-03-06 10:27:27,13,12,3.37,10.62,4.0,1
1205,2024-03-11 20:34:00,2024-03-11 20:57:48,5,16,0.1,3.31,1.0,1
1206,2024-03-10 01:53:00,2024-03-10 02:00:15,4,13,4.21,13.24,1.0,2
1207,2024-03-22 17:20:00,2024-03-22 17:30:07,7,13,0.0,12.68,2.0,1
1208,2024-03-04 19:15:00,2024-03-04 19:46:08,20,20,4.19,13.38,1.0,2
1209,2024-03-04 20:23:00,2024-03-04 20:42:09,14,3,1.28,6.69,1.0,2
1210,2024-03-14 03:46:00,2024-03-14 03:56:49,5,1,3.32,13.33,4.0,1
1211,2024-03-28 03:43:00,2024-03-28 03:59:22,18,2,0.2,3.53,1.0,2
1212,2024-03-20 13:44:00,2024-03-20 14:20:35,9,8,2.91,12.07,1.0,1
1213,2024-03-29 06:31:00,2024-03-29 06:44:46,7,5,3.75,12.78,1.0,1
1214,2024-03-03 03:26:00,2024-03-03 03:40:11,5,1,3.53,13.07,1.0,2
1215,2024-03-16 18:15:00,2024-03-16 18:28:08,15,18,5.46,20.36,4.0,2
1216,2024-03-23 13:30:00,2024-03-23 13:42:46,16,12,3.6,12.12,2.0,1
1217,2024-03-21 10:42:00,2024-03-21 10:54:25,1,12,2.52,9.18,0.0,1
1218,2024-03-05 08:58:00,2024-03-05 09:09:57,7,11,5.16,15.43,1.0,1
1219,2024-03-03 18:10:00,2024-03-03 18:18:19,10,20,0.98,5.77,,2
1220,2024-03-05 20:06:00,2024-03-05 20:31:16,3,2,0.7,4.94,1.0,1
1221,2024-03-16 00:18:00,2024-03-16 00:28:01,19,7,1.35,6.41,1.0,3
1222,2024-03-01 20:50:00,2024-03-01 21:07:31,17,7,3.55,13.2,1.0,1
1223,2024-03-20 11:09:00,2024-03-20 11:36:32,6,19,0.66,4.82,1.0,1
1224,2024-03-30 12:50:00,2024-03-30 12:54:59,18,18,3.69,13.85,1.0,3
1225,2024-03-06 15:29:00,2024-03-06 15:55:41,20,15,1.81,7.76,1.0,2
1226,2024-03-12 07:25:00,2024-03-12 07:39:24,6,1,1.32,6.91,1.0,3
1227,2024-03-07 06:47:00,2024-03-07 06:50:14,4,10,2.88,9.94,2.0,1
1228,2024-03-19 05:14:00,2024-03-19 05:24:03,10,10,4.11,14.57,1.0,1
1229,2024-03-12 20:04:00,2024-03-12 20:16:28,6,17,0.66,4.98,2.0,1
1230,2024-03-11 18:14:00,2024-03-11 18:34:12,18,18,1.27,5.82,1.0,1
1231,2024-03-16 04:33:00,2024-03-16 04:59:08,5,20,9.97,31.05,2.0,1
1232,2024-03-11 15:33:00,2024-03-11 16:06:19,1,8,0.56,4.47,1.0,1
1233,2024-03-18 03:00:00,2024-03-18 03:16:29,1,20,5.22,18.2,2.0,1
1234,2024-03-28 23:02:00,2024-03-28 23:11:03,5,5,1.38,7.21,3.0,1
1235,2024-03-11 19:37:00,2024-03-11 19:52:01,13,9,3.84,15.21,2.0,1
1236,2024-03-15 21:51:00,2024-03-15 22:16:15,10,14,5.08,16.84,2.0,1
1237,2024-03-05 05:45:00,2024-03-05 05:56:47,3,17,1.48,6.54,1.0,1
1238,2024-03-21 20:11:00,2024-03-21 20:27:11,11,4,1.3,7.13,1.0,2
1239,2024-03-16 20:21:00,2024-03-16 21:03:03,9,4,3.05,10.01,1.0,2
1240,2024-03-05 20:07:00,2024-03-05 20:39:12,14,4,4.32,15.96,1.0,1
1241,2024-03-11 11:04:00,2024-03-11 11:18:24,1,10,3.29,12.8,1.0,1
1242,2024-03-04 18:41:00,2024-03-04 19:09:03,6,14,8.88,31.07,1.0,2
1243,2024-03-01 11:03:00,2024-03-01 11:25:25,7,12,2.98,11.74,1.0,2
1244,2024-03-16 01:45:00,2024-03-16 01:53:34,10,10,5.8,18.11,1.0,1
1245,2024-03-28 21:13:00,2024-03-28 21:27:34,12,2,1.54,6.84,1.0,2
1246,2024-03-23 21:19:00,2024-03-23 21:25:04,5,16,3.95,14.38,1.0,1
1247,2024-03-23 10:42:00,2024-03-23 10:49:25,8,8,4.97,18.73,2.0,2
1248,2024-03-20 10:30:00,2024-03-20 10:44:00,7,19,3.72,14.47,4.0,1
1249,2024-03-23 19:10:00,2024-03-23 19:14:46,1,1,1.11,5.84,2.0,2
1250,2024-03-16 17:21:00,2024-03-16 17:44:33,1,19,3.63,11.69,1.0,1
1251,2024-03-07 01:34:00,2024-03-07 01:43:56,9,20,4.03,13.74,2.0,1
1252,2024-03-11 20:24:00,2024-03-11 20:47:54,5,3,3.29,11.17,2.0,1
1253,2024-03-31 20:00:00,2024-03-31 20:11:48,15,6,3.61,10.99,2.0,1
1254,2024-03-07 01:52:00,2024-03-07 02:17:55,17,10,2.85,10.8,4.0,2
1255,2024-03-27 10:39:00,2024-03-27 10:54:51,3,1,0.97,5.35,2.0,1
1256,2024-03-06 16:17:00,2024-03-06 16:36:04,11,2,2.15,8.04,1.0,1
1257,2024-03-07 03:29:00,2024-03-07 03:48:32,1,10,2.56,9.83,1.0,1
1258,2024-03-29 01:36:00,2024-03-29 01:55:47,15,4,3.55,11.04,1.0,3
1259,2024-03-05 21:34:00,2024-03-05 22:02:25,9,1,1.59,6.75,1.0,2
1260,2024-03-12 02:30:00,2024-03-12 02:40:56,20,4,6.91,22.12,2.0,1
1261,2024-03-07 13:37:00,2024-03-07 13:49:51,1,19,4.0,13.52,1.0,1
1262,2024-03-26 02:51:00,2024-03-26 03:23:55,4,1,5.39,16.65,1.0,1
1263,2024-03-23 11:58:00,2024-03-23 12:31:05,20,16,6.8,20.57,1.0,1
1264,2024-03-20 03:09:00,2024-03-20 03:21:37,20,18,4.09,13.36,1.0,1
1265,2024-03-23 20:40:00,2024-03-23 21:02:38,2,16,4.12,12.14,1.0,3
1266,2024-03-05 22:02:00,2024-03-05 22:23:11,7,11,3.53,14.26,1.0,1
1267,2024-03-17 06:12:00,2024-03-17 06:23:39,5,4,3.4,11.64,1.0,1
1268,2024-03-28 15:45:00,2024-03-28 16:13:16,13,4,1.42,6.59,1.0,1
1269,2024-03-21 01:56:00,2024-03-21 02:01:12,5,13,3.38,12.56,1.0,1
1270,2024-03-07 18:32:00,2024-03-07 18:57:33,10,11,4.63,17.77,1.0,1
1271,2024-03-24 02:50:00,2024-03-24 02:51:00,14,20,1.56,7.49,2.0,2
1272,2024-03-09 07:17:00,2024-03-09 07:54:21,19,9,1.06,6.18,1.0,1
1273,2024-03-07 22:36:00,2024-03-07 22:53:47,20,3,1.29,7.01,2.0,1
1274,2024-03-03 18:15:00,2024-03-03 18:27:26,18,18,9.46,28.45,1.0,1
1275,2024-03-20 21:25:00,2024-03-20 21:45:18,4,4,9.4,28.16,1.0,2
1276,2024-03-23 00:39:00,2024-03-23 01:26:55,8,10,4.26,13.01,1.0,3
1277,2024-03-15 20:55:00,2024-03-15 21:11:47,10,4,6.64,23.86,1.0,1
1278,2024-03-14 14:45:00,2024-03-14 15:10:43,4,11,7.48,19.67,1.0,2
1279,2024-03-03 23:58:00,2024-03-04 00:19:36,14,17,5.29,19.81,1.0,1
1280,2024-03-13 06:44:00,2024-03-13 06:50:07,1,20,4.23,13.98,1.0,1
1281,2024-03-22 19:30:00,2024-03-22 19:36:12,11,20,0.5,4.47,2.0,1
1282,2024-03-30 04:26:00,2024-03-30 04:41:24,5,4,1.5,6.43,1.0,1
1283,2024-03-19 06:29:00,2024-03-19 06:40:43,17,4,1.86,8.74,1.0,2
1284,2024-03-07 11:38:00,2024-03-07 11:49:30,9,2,1.45,7.24,1.0,1
1285,2024-03-17 07:25:00,2024-03-17 08:12:00,1,10,0.6,4.38,2.0,1
1286,2024-03-10 21:22:00,2024-03-10 21:29:41,14,7,3.85,12.73,1.0,1
1287,2024-03-01 06:54:00,2024-03-01 07:03:32,5,4,2.75,11.35,1.0,1
1288,2024-03-19 02:00:00,2024-03-19 02:08:21,3,2,1.64,7.16,1.0,3
1289,2024-03-08 18:41:00,2024-03-08 19:00:32,8,14,7.22,22.82,1.0,1
1290,2024-03-27 05:20:00,2024-03-27 05:39:41,20,14,3.72,13.88,2.0,2
1291,2024-03-15 00:33:00,2024-03-15 00:53:33,19,12,3.48,12.79,2.0,1
1292,2024-03-22 18:56:00,2024-03-22 19:01:52,18,18,3.4,13.28,1.0,1
1293,2024-03-21 11:48:00,2024-03-21 12:22:12,1,15,1.86,8.25,1.0,1
1294,2024-03-05 13:50:00,2024-03-05 14:01:08,5,7,0.25,3.6,2.0,1
1295,2024-03-17 23:17:00,2024-03-17 23:25:27,13,14,9.47,29.14,1.0,1
1296,2024-03-22 19:35:00,2024-03-22 19:47:34,13,18,4.94,16.21,2.0,1
1297,2024-03-30 02:56:00,2024-03-30 03:13:32,16,17,2.6,9.81,1.0,1
1298,2024-03-26 10:51:00,2024-03-26 11:07:26,12,13,4.13,13.64,1.0,1
1299,2024-03-17 06:04:00,2024-03-17 06:12:14,10,17,5.37,16.97,1.0,1
1300,2024-03-28 10:16:00,2024-03-28 10:20:25,12,16,3.14,10.4,1.0,1
1301,2024-03-13 23:22:00,2024-03-14 00:01:12,11,17,2.83,9.81,2.0,1
1302,2024-03-08 17:57:00,2024-03-08 18:27:54,9,1,7.21,24.85,1.0,1
1303,2024-03-08 10:35:00,2024-03-08 10:43:32,4,8,9.3,28.53,1.0,2
1304,2024-03-18 09:18:00,2024-03-18 09:23:46,10,18,0.8,5.4,1.0,1
1305,2024-03-07 04:53:00,2024-03-07 04:58:36,5,15,0.43,4.12,1.0,1
1306,2024-03-05 05:34:00,2024-03-05 05:36:24,8,20,2.16,9.47,1.0,1
1307,2024-03-22 18:49:00,2024-03-22 19:10:30,6,15,1.37,6.54,1.0,1
1308,2024-03-15 03:56:00,2024-03-15 04:22:15,20,15,4.3,14.01,1.0,1
1309,2024-03-10 06:15:00,2024-03-10 06:28:44,5,12,3.21,10.29,1.0,1
1310,2024-03-13 08:28:00,2024-03-13 08:47:03,19,2,5.11,15.3,1.0,1
1311,2024-03-02 22:27:00,2024-03-02 22:50:52,17,10,2.0,7.63,1.0,1
1312,2024-03-15 07:01:00,2024-03-15 07:09:04,3,14,1.8,7.38,1.0,1
1313,2024-03-16 02:40:00,2024-03-16 03:01:49,17,2,6.72,22.02,1.0,1
1314,2024-03-25 07:50:00,2024-03-25 08:17:05,15,20,2.22,9.99,1.0,1
1315,2024-03-05 01:13:00,2024-03-05 01:36:21,20,10,2.65,10.45,2.0,1
1316,2024-03-11 06:21:00,2024-03-11 06:39:31,13,12,1.98,8.61,2.0,3
1317,2024-03-19 22:16:00,2024-03-19 22:26:54,20,18,3.56,13.49,1.0,1
1318,2024-03-09 12:42:00,2024-03-09 12:45:11,6,7,1.69,7.23,1.0,1
1319,2024-03-11 13:18:00,2024-03-11 13:27:43,11,20,1.47,6.89,1.0,3
1320,2024-03-29 17:11:00,2024-03-29 17:47:08,8,3,2.16,8.08,3.0,1
1321,2024-03-07 10:01:00,2024-03-07 10:19:05,13,4,1.27,6.52,1.0,2
1322,2024-03-05 10:16:00,2024-03-05 10:56:23,17,17,7.59,26.64,1.0,1
1323,2024-03-05 13:47:00,2024-03-05 14:26:48,15,14,5.05,15.92,1.0,1
1324,2024-03-28 02:42:00,2024-03-28 02:47:31,3,13,3.95,12.68,4.0,1
1325,2024-03-19 09:12:00,2024-03-19 09:50:51,10,1,1.19,6.52,1.0,1
1326,2024-03-25 17:54:00,2024-03-25 18:03:49,13,4,1.61,7.24,1.0,1
1327,2024-03-29 08:54:00,2024-03-29 09:17:02,7,20,0.95,5.6,1.0,1
1328,2024-03-16 00:55:00,2024-03-16 01:01:28,1,4,4.24,14.92,1.0,2
1329,2024-03-28 17:16:00,2024-03-28 17:25:06,15,20,4.37,14.1,4.0,2
1330,2024-03-29 14:49:00,2024-03-29 15:29:20,6,10,4.61,13.36,1.0,1
1331,2024-03-01 20:42:00,2024-03-01 20:55:05,7,19,2.38,9.5,1.0,1
1332,2024-03-17 15:59:00,2024-03-17 16:12:32,11,13,1.67,7.84,1.0,1
1333,2024-03-06 01:59:00,2024-03-06 02:07:25,14,6,5.09,17.01,4.0,1
1334,2024-03-04 23:04:00,2024-03-04 23:18:16,6,14,2.51,9.11,3.0,3
1335,2024-03-24 06:34:00,2024-03-24 06:40:12,15,2,0.68,4.54,1.0,1
1336,2024-03-06 11:14:00,2024-03-06 11:35:16,9,9,3.14,10.38,2.0,1
1337,2024-03-13 04:49:50,2024-03-13 04:25:00,8,10,0.34,4.03,1.0,2
1338,2024-03-08 17:45:00,2024-03-08 17:55:56,20,6,0.62,4.52,1.0,1
1339,2024-03-21 11:21:00,2024-03-21 11:28:51,17,7,5.49,16.93,1.0,2
1340,2024-03-05 03:43:00,2024-03-05 04:11:51,6,3,2.5,8.95,1.0,1
1341,2024-03-30 00:10:00,2024-03-30 00:20:15,11,10,1.77,7.95,2.0,1
1342,2024-03-10 16:27:00,2024-03-10 16:33:25,14,13,3.61,13.18,1.0,3
1343,2024-03-10 10:55:00,2024-03-10 11:17:07,14,9,7.46,26.45,2.0,1
1344,2024-03-16 03:34:00,2024-03-16 03:54:21,16,15,1.46,6.52,1.0,1
1345,2024-03-02 09:07:00,2024-03-02 09:19:10,19,2,0.33,3.79,1.0,1
1346,2024-03-29 18:00:00,2024-03-29 18:16:31,4,10,8.52,26.61,1.0,1
1347,2024-03-10 10:02:00,2024-03-10 10:26:12,17,1,3.17,10.95,1.0,1
1348,2024-03-11 17:16:00,2024-03-11 17:30:01,9,9,1.21,6.68,1.0,1
1349,2024-03-27 13:27:00,2024-03-27 13:30:05,13,20,0.7,4.89,3.0,1
1350,2024-03-29 23:42:00,2024-03-29 23:59:14,2,20,1.94,8.02,1.0,1
1351,2024-03-28 06:04:00,2024-03-28 06:28:53,17,8,6.09,21.18,1.0,1
1352,2024-03-05 21:36:00,2024-03-05 22:22:34,17,13,3.52,11.02,1.0,1
1353,2024-03-14 02:17:00,2024-03-14 02:18:32,10,17,0.94,5.12,1.0,1
1354,2024-03-14 10:17:00,2024-03-14 10:25:06,2,15,4.54,15.06,1.0,2
1355,2024-03-08 20:21:00,2024-03-08 20:24:25,15,13,1.32,7.07,2.0,1
1356,2024-03-14 13:21:00,2024-03-14 13:35:07,14,10,1.32,6.1,1.0,1
1357,2024-03-09 05:44:00,2024-03-09 06:23:49,9,13,1.65,7.27,1.0,1
1358,2024-03-13 07:05:00,2024-03-13 07:07:55,12,7,4.25,14.29,2.0,1
1359,2024-03-02 17:10:00,2024-03-02 17:46:31,1,8,1.57,7.32,1.0,1
1360,2024-03-18 15:32:00,2024-03-18 15:49:04,4,2,1.23,5.95,1.0,1
1361,2024-03-30 17:46:00,2024-03-30 18:18:54,4,18,1.34,5.99,1.0,1
1362,2024-03-02 02:47:00,2024-03-02 02:51:58,19,9,1.16,5.87,1.0,2
1363,2024-03-11 11:16:00,2024-03-11 11:33:21,8,15,4.57,14.9,2.0,2
1364,2024-03-13 05:21:00,2024-03-13 05:40:57,7,12,1.74,7.78,1.0,1
1365,2024-03-20 22:27:00,2024-03-20 22:42:04,19,9,4.84,16.31,1.0,1
1366,2024-03-04 18:43:00,2024-03-04 19:11:20,4,19,1.72,7.74,2.0,1
1367,2024-03-06 04:45:00,2024-03-06 04:56:08,18,11,0.5,4.32,1.0,2
1368,2024-03-07 21:58:00,2024-03-07 22:01:27,11,20,5.54,20.11,1.0,1
1369,2024-03-24 21:10:00,2024-03-24 21:23:59,9,5,2.13,9.18,2.0,1
1370,2024-03-19 10:58:00,2024-03-19 11:23:19,11,7,1.42,6.96,1.0,3
1371,2024-03-18 00:31:00,2024-03-18 00:46:17,12,8,2.52,10.89,1.0,1
1372,2024-03-14 07:55:00,2024-03-14 08:10:51,2,1,4.8,17.29,4.0,1
1373,2024-03-16 09:44:00,2024-03-16 10:02:46,6,1,3.37,11.62,1.0,1
1374,2024-03-08 06:48:00,2024-03-08 06:56:26,3,9,4.21,14.7,1.0,2
1375,2024-03-27 10:31:00,2024-03-27 10:38:35,17,20,1.3,6.82,1.0,1
1376,2024-03-30 22:50:00,2024-03-30 23:00:53,8,16,5.31,18.26,1.0,2
